1.0469121871,1.1512084391
1.0469121871,1.1512084391
1.386282677,1.3487105298
0.927073691,1.1737262493
1.218638593,1.0533307138
1.102006903,0.8394356064
1.2714914375,0.6968117512
1.1608266633,1.1421370044
1.167865291,1.0069396664
1.1355811183,1.0202880296
0.8880982561,0.9200131825
1.0621381214,0.9705593032
1.04042605,0.6882698167
0.9832414331,1.1228776852
1.274246676,1.0743773331
1.849413206,0.9418427932
2.1514227723,1.1346733541
1.1094272829,0.9525628873
1.6530257358,1.9565916034
1.531539872,1.4415758224
1.9021162037,2.3919613708
1.3513150452,1.2799419411
1.534805319,1.3174861603
1.849413206,0.9418427932
1.6166338403,2.2934057835
1.1781680765,1.0289348608
1.1907572295,1.5041374496
1.4047624387,1.7579214751
1.1602126149,0.9978171261
1.5223903849,1.5369751634
1.3839698098,1.2256348104
1.1897010257,1.1048145464
1.5719716122,1.5861089646
1.7644790432,1.9992602803
1.3338880844,1.7837951389
1.9106476627,1.5904388262
2.1109557792,1.5008848501
1.3990821008,1.4137150002
1.0232500622,1.61645493
1.6037009676,1.008119251
1.2697185213,1.2107457483
1.4748354212,1.0288674347
1.5566986016,1.4864595101
1.5983769607,1.0677246394
1.3451823195,1.4695904523
2.0712902195,1.1983556281
1.2930868841,0.7242924726
1.4583580614,1.4352719202
1.3325242181,1.4301288666
1.6033233882,1.914716616
1.7677700375,1.991353877
1.4712863082,1.2493166356
1.4645857688,0.9179121902
2.0535241682,2.0275541361
1.1801710885,1.2087768284
1.3957439566,0.9212037726
1.763076798,1.793549943
1.7644790432,1.9992602803
1.2226228646,0.7705517398
1.2410390286,1.2911782436
1.2341534792,0.8346755366
1.2472244091,1.4437317415
1.4377397294,0.8402569588
1.7776194956,1.7693373809
1.3974255158,0.6052596163
1.2261046637,0.8475782158
1.4857205554,1.0747846902
1.4931179958,1.1004229455
1.2888040383,1.2815178913
1.5833294455,0.8935587791
1.3451823195,1.4695904523
1.4557966541,1.315895958
1.8169225089,0.9652366123
1.4583580614,1.4352719202
1.8308371081,1.5053610896
1.6909029841,1.1448149034
1.4876413877,1.1637167286
1.2188379777,1.59013074
1.3947505588,1.0600548455
1.4914051951,2.2243988451
2.8176728987,0.8666055312
1.5834735213,0.6228873698
1.6033233882,1.914716616
1.2697185213,1.2107457483
1.5719716122,1.5861089646
1.7644790432,1.9992602803
1.6665361177,1.3512117058
1.3451823195,1.4695904523
1.3846078292,1.4272829407
1.2337274227,1.6849685655
1.4915940488,1.3078109186
1.9725572752,1.6711130918
1.4544887134,1.4704272569
1.5558269791,1.3690734994
1.3811581124,0.9856540629
1.7085839396,2.6437241317
1.2341534792,0.8346755366
1.5595791567,1.1109806384
1.4544887134,1.4704272569
1.5785701061,0.4015399308
1.4263666378,1.0788254784
1.5384086741,1.4641149465
1.3376450709,1.2544434758
1.1944575651,1.1933148507
1.5088299369,0.8688533979
1.6530257358,1.9565916034
1.7769680741,1.3199001811
1.274246676,1.0743773331
1.2999335369,0.9280197327
1.4575796013,1.8730893256
1.5785701061,0.4015399308
1.308511048,0.6899097094
1.5702400091,0.6021677111
2.8176728987,0.8666055312
1.333379739,1.208885308
1.3627514931,0.8673793137
1.2930868841,0.7242924726
1.1781680765,1.0289348608
1.5833294455,0.8935587791
0.9876010922,0.8997525089
1.3513150452,1.2799419411
1.4327418761,0.8655560844
1.333379739,1.208885308
1.4443304971,1.784541828
1.7657580024,1.6033723135
2.1109557792,1.5008848501
1.0529242667,0.5009782657
1.421765033,1.3401866277
1.281873529,1.2676265783
1.7657580024,1.6033723135
1.3627514931,0.8673793137
1.1801710885,1.2087768284
1.6166338403,2.2934057835
1.2709229195,1.2958317776
1.4370795583,1.9958115494
1.3597325488,0.7774262901
1.0030209268,1.3585849708
1.4226644187,1.6921204531
1.2168911665,1.2530349855
1.6122308969,1.3868752571
2.0712902195,1.1983556281
1.274246676,1.0743773331
1.7657580024,1.6033723135
1.709822963,1.7902479645
1.4583580614,1.4352719202
1.1094272829,0.9525628873
1.3513150452,1.2799419411
1.4914051951,2.2243988451
1.5595791567,1.1109806384
1.0228296942,0.9010750842
1.1833829704,1.207229306
1.6665361177,1.3512117058
1.6679824979,0.9780243186
1.2101082819,1.1631354541
1.6203629368,2.0545100532
1.4327418761,0.8655560844
1.35425201,1.5091177233
1.4131858993,1.8325014687
1.4673966283,1.7984922326
1.4853471213,1.374208384
1.3171528594,1.5266031042
1.655258283,0.8861075717
2.0712902195,1.1983556281
1.4853471213,1.374208384
1.6530257358,1.9565916034
1.4914051951,2.2243988451
1.4673966283,1.7984922326
1.3506187106,0.9271204241
