40.6, 34.5, 30460000, 6775000
42.85, 34.9, 19577000, 4126500
44.2, 35.79, 13846000, 3585300
46.45, 36.88, 20879000, 3645700
45.1, 36.15, 14382000, 4859200
44.7, 35.46, 11191000, 4730800
44.98, 36.08, 17174000, 3963700
46.07, 36.3, 15661000, 4249100
43.7, 35.08, 15082000, 4556700
42.7, 34.31, 20941000, 4845000
45.0, 35.85, 16285000, 4139200
42.75, 35.6, 16568000, 3523600
42.83, 35.05, 11165000, 2409500
45.4, 35.85, 16346000, 3792600
46.34, 35.7, 13692000, 4068300
47.3, 35.85, 9623000, 6505100
46.95, 35.75, 11558000, 2025900
47.92, 35.35, 10211000, 2852200
50.05, 38.25, 22728000, 6222000
50.3, 37.48, 14861000, 3047800
49.42, 37.5, 14221000, 2647100
48.49, 36.74, 10551000, 2980600
48.7, 35.98, 10335000, 4172300
49.3, 36.27, 10009000, 2509500
49.51, 37.55, 10099000, 3013300
50.91, 39.16, 10607000, 3963500
49.15, 38.45, 11371000, 5184000
50.4, 39.09, 9777000, 4273200
50.6, 38.89, 10554000, 2949000
51.0, 39.01, 9502000, 3565300
50.78, 39.25, 10913000, 3563700
50.65, 38.94, 8770000, 2301000
49.8, 38.51, 8991000, 3831200
49.45, 38.3, 8938000, 3889200
49.6, 39.5, 9296000, 4699700
49.26, 39.93, 6849000, 4729800
50.1, 39.7, 7934000, 3250800
50.55, 38.3, 9293000, 6521000
51.79, 38.0, 13630000, 7142700
50.69, 38.37, 20146000, 2870400
50.86, 37.8, 11866000, 2779000
51.56, 37.75, 11229000, 6094800
52.55, 38.89, 14050000, 4657100
52.01, 37.69, 12384000, 3325200
52.57, 37.53, 10727000, 2273600
51.86, 37.36, 6610000, 1837500
51.6, 37.2, 8868000, 3017700
50.78, 37.78, 11588000, 3708200
51.25, 37.8, 9984000, 3731200
51.8, 37.8, 12302000, 2356600
52.28, 37.02, 11126000, 2994700
52.57, 37.61, 9093000, 2295800
51.86, 37.34, 8639000, 1793800
51.43, 37.96, 12598000, 3435400
50.95, 38.26, 6261000, 2334200
50.4, 37.25, 8338000, 1868500
50.38, 37.12, 9327000, 2730500
49.89, 36.85, 8395000, 1357200
48.61, 36.7, 10411000, 2085000
49.3, 35.62, 20194000, 5156300
49.79, 36.33, 9166000, 2703300
50.75, 36.27, 12899000, 2881900
50.65, 35.99, 12466000, 3834000
53.55, 36.31, 16641000, 5490100
53.4, 36.34, 11999000, 1902400
52.55, 36.81, 9934000, 3329800
52.15, 36.73, 12542000, 3196600
51.7, 35.26, 11202000, 3910600
52.6, 35.52, 12271000, 4042600
52.84, 34.6, 9881000, 5181000
53.48, 35.59, 8860000, 3126300
53.05, 35.99, 5416000, 1734600
52.28, 35.38, 7523000, 2905300
50.79, 33.51, 11047000, 3849700
50.8, 33.2, 10217000, 3762500
49.12, 32.74, 10671000, 6627000
47.6, 33.38, 23297000, 4259200
48.7, 35.95, 17110000, 5579800
48.86, 36.19, 10640000, 4068100
49.15, 35.85, 13812000, 3393600
50.71, 35.62, 13639000, 2327200
50.62, 35.49, 13082000, 4205800
50.15, 36.2, 12905000, 2932600
50.56, 37.25, 9668000, 4691800
50.22, 37.0, 8508000, 4694000
48.97, 36.75, 12958000, 4008300
49.35, 36.9, 12838000, 3797500
50.0, 36.85, 9886000, 4139100
50.05, 36.8, 7338000, 2081800
49.64, 37.3, 7018000, 1470200
50.21, 38.7, 11323000, 5119300
50.64, 37.7, 7983000, 2557000
51.05, 38.03, 8236000, 2067800
51.13, 38.25, 7115000, 2039700
50.4, 37.86, 6755000, 2772400
50.8, 39.03, 7856000, 3161200
49.6, 38.0, 9149000, 4147400
49.41, 38.2, 9572000, 4470400
49.64, 37.85, 7655000, 2679900
49.13, 37.61, 7990000, 1975300
48.75, 37.48, 8021000, 3179200
48.6, 37.4, 9334000, 1588600
47.88, 37.06, 12076000, 2785000
46.6, 36.62, 14337000, 2268400
47.4, 37.1, 13681000, 2493100
46.9, 35.36, 12072000, 9043300
47.0, 36.1, 11191000, 3242600
46.79, 35.89, 7946000, 2876700
48.3, 35.71, 12453000, 3928800
48.0, 35.3, 9474000, 2764200
47.05, 34.82, 8353000, 4249800
46.45, 35.05, 10240000, 2584100
45.53, 34.8, 15908000, 3413700
45.8, 34.65, 11816000, 2048300
46.16, 34.85, 13405000, 3168000
45.58, 34.98, 14415000, 2880900
44.05, 33.15, 15113000, 3926600
43.42, 31.78, 17307000, 4140000
42.45, 32.2, 19426000, 3313100
39.6, 29.66, 32369000, 4103400
39.34, 29.13, 16442000, 4276700
38.45, 28.26, 23006000, 6112300
36.36, 26.9, 25025000, 6064500
36.36, 26.68, 30599000, 6424100
39.0, 30.15, 19748000, 6164500
39.04, 31.2, 18944000, 6688500
39.31, 31.51, 14116000, 6316100
39.87, 31.36, 13667000, 4097100
40.5, 31.75, 18455000, 4335500
41.75, 31.41, 17692000, 3871100
42.25, 32.04, 15578000, 3609800
43.48, 34.4, 19309000, 4177100
43.62, 33.0, 22649000, 4512500
43.1, 32.81, 21179000, 3026200
42.42, 31.45, 11869000, 4381400
42.7, 31.05, 11305000, 4687800
44.31, 32.31, 15591000, 3086700
45.75, 32.31, 19162000, 4974300
45.06, 31.67, 17875000, 4115300
44.8, 31.12, 12240000, 4890100
46.09, 31.8, 14374000, 3711500
46.56, 31.0, 19523000, 4390500
46.5, 31.07, 11236000, 2311900
45.85, 31.5, 15845000, 2716300
47.01, 31.6, 11747000, 2516100
47.24, 31.25, 16536000, 2435400
46.94, 30.67, 12252000, 2259700
48.1, 31.1, 13298000, 3765000
48.58, 31.45, 11845000, 3102800
46.4, 30.2, 14648000, 3327500
45.55, 29.1, 14110000, 7428900
45.52, 31.15, 11108000, 6724800
46.25, 32.19, 12619000, 5594400
46.93, 33.69, 8983000, 4923100
47.27, 34.5, 12548000, 4110400
47.55, 35.32, 14592000, 3028500
48.1, 34.11, 12024000, 3605800
48.5, 34.35, 13388000, 4342000
48.3, 34.47, 8244000, 2277500
48.3, 35.0, 9589000, 2282500
49.95, 36.22, 13529000, 3270300
50.45, 37.44, 15107000, 3915600
50.09, 37.89, 12738000, 4269300
48.8, 36.41, 17727000, 5505000
49.6, 37.79, 9899000, 4311600
49.55, 36.5, 8766000, 4223500
48.9, 36.76, 6886000, 2265300
49.94, 37.71, 3589000, 1156600
50.81, 38.12, 11050000, 2581700
50.55, 37.98, 10282000, 3591700
47.8, 38.15, 23651000, 3562300
48.36, 37.41, 15534000, 2807900
47.9, 37.54, 13255000, 3071800
46.91, 37.16, 13789000, 2251300
47.83, 37.36, 9709000, 3158700
49.0, 39.62, 12759000, 5736300
49.6, 38.67, 11483000, 6977600
49.21, 38.0, 8410000, 3046000
47.92, 36.7, 9836000, 4896200
47.92, 35.98, 12371000, 6062500
48.15, 36.22, 13668000, 3455800
47.45, 36.01, 13190000, 3358600
46.69, 36.75, 14812000, 3187800
47.37, 37.48, 11583000, 3152600
48.1, 37.26, 13754000, 4442700
50.0, 37.86, 18372000, 3438100
49.71, 37.3, 13922000, 4720000
50.15, 38.21, 26930000, 3837300
49.97, 38.04, 4848000, 897500
50.22, 38.46, 6576000, 3392000
50.74, 39.65, 7439000, 3962700
51.19, 41.25, 8685000, 5484000
50.48, 41.05, 8416000, 5005300
51.01, 41.0, 11276000, 5074200
51.05, 41.15, 11815000, 5174000
52.0, 41.94, 12348000, 3840300
51.39, 41.95, 10511000, 3298800
49.5, 41.61, 19835000, 3648700
49.79, 40.38, 12966000, 3161400
49.85, 40.85, 9184000, 4181500
49.07, 40.3, 8630000, 2938200
48.88, 39.46, 11016000, 2595400
49.72, 40.01, 10542000, 3968800
48.86, 39.66, 12128000, 3566300
49.9, 40.51, 15430000, 2699100
49.96, 40.66, 12735000, 2202000
49.2, 41.82, 12444000, 4687300
49.5, 42.66, 9823000, 4087300
49.9, 42.9, 11489000, 4235400
49.62, 42.24, 9675000, 4984600
49.31, 43.1, 10330000, 2932100
46.71, 41.85, 22555000, 4543700
47.5, 43.76, 23082000, 4571900
47.4, 44.41, 14988000, 4329600
46.49, 43.35, 14322000, 2742900
44.3, 42.95, 22108000, 2138200
44.8, 42.5, 19568000, 4083100
44.0, 42.5, 15780000, 3834000
44.14, 42.0, 16112000, 6182700
45.49, 42.48, 15269000, 4332600
45.83, 43.95, 11050000, 3466500
45.15, 43.98, 10230000, 3063900
45.35, 45.0, 13807000, 3838300
45.55, 45.0, 11916000, 3187600
44.13, 44.5, 20013000, 2447400
42.22, 43.61, 23027000, 3571400
43.52, 45.0, 21985000, 3725600
42.8, 44.5, 16014000, 4272000
42.4, 44.39, 19495000, 4110200
43.79, 44.75, 16011000, 3269100
43.8, 45.72, 17193000, 5304600
44.24, 43.9, 17588000, 5117400
45.25, 41.9, 17702000, 15871900
45.8, 43.15, 17413000, 5549000
47.61, 43.4, 19077000, 4741600
47.7, 41.5, 14488000, 8247000
48.7, 42.22, 16159000, 3957600
48.72, 43.49, 13261000, 5833500
48.87, 44.25, 15000000, 3532200
48.9, 44.59, 11865000, 2990800
49.33, 44.48, 11834000, 1886100
48.39, 43.74, 12353000, 2694000
48.81, 43.78, 9943000, 2012200
49.69, 45.0, 19405000, 4983000
49.55, 44.94, 13363000, 3414400
49.9, 44.35, 10175000, 3084200
49.25, 44.99, 9714000, 3509400
49.6, 44.15, 9798000, 2604100
49.84, 43.65, 9935000, 2201300
48.65, 43.4, 10182000, 3317300
49.15, 42.8, 12189000, 3778500
50.0, 42.92, 11819000, 4155400
49.52, 43.12, 12671000, 4154700
49.45, 42.85, 8567000, 4472600
49.45, 41.8, 9255000, 4866400
48.77, 41.45, 9881000, 3259000
48.65, 42.03, 10701000, 2271700
48.67, 42.36, 10437000, 3233200
48.6, 43.66, 8734000, 3722300
48.84, 44.05, 9677000, 2770700
48.63, 44.75, 11430000, 3410300
46.76, 44.67, 15413000, 6275300
47.1, 44.99, 11774000, 2464700
45.92, 44.29, 16223000, 2115300
48.11, 45.0, 16098000, 2164200
47.62, 44.39, 13424000, 2420000
47.05, 44.61, 11255000, 3531000
46.53, 44.6, 13127000, 2024800
45.45, 43.73, 13208000, 2505700
45.5, 43.94, 12764000, 2851700
44.7, 43.24, 12318000, 3078300
44.15, 43.75, 17966000, 2922400
43.05, 43.55, 15166000, 4212600
42.88, 43.81, 13407000, 2940800
43.3, 43.65, 16087000, 4163000
43.96, 44.18, 13267000, 3506200
44.95, 44.12, 11442000, 2358900
44.29, 44.01, 10936000, 2913100
42.43, 44.0, 10818000, 2987500
42.15, 44.94, 14968000, 2900500
44.77, 44.32, 14168000, 5474300
44.33, 42.03, 9132000, 8706600
43.3, 41.16, 14316000, 5087400
44.24, 41.58, 13708000, 2884900
45.4, 42.78, 13181000, 5367900
45.76, 42.4, 16364000, 3143200
46.35, 43.37, 9424000, 3917900
46.78, 43.15, 11148000, 2641200
45.85, 42.7, 7285000, 2070100
45.26, 41.54, 10460000, 4420400
45.0, 41.8, 17334000, 2392400
45.34, 41.9, 11978000, 2315800
44.82, 41.45, 6928000, 1471000
43.98, 40.48, 13181000, 3578300
43.5, 40.0, 12002000, 3646400
43.34, 40.5, 11146000, 3912300
43.18, 41.45, 13708000, 4230300
42.4, 40.36, 12022000, 2335100
41.99, 39.5, 15061000, 4886000
42.34, 40.0, 14130000, 4854600
42.0, 38.4, 17831000, 6918700
41.0, 38.23, 22992000, 4357600
41.7, 38.78, 11286000, 4233800
40.71, 39.07, 12342000, 5542900
41.2, 40.21, 18455000, 4134600
40.18, 38.88, 12202000, 3632400
40.2, 37.83, 17909000, 4325100
42.83, 39.36, 15879000, 3391400
43.07, 39.2, 14736000, 3031200
42.06, 38.9, 13870000, 3795300
40.49, 37.85, 15817000, 2699700
39.8, 36.8, 25934000, 5344900
39.59, 36.33, 28039000, 5355800
39.12, 36.8, 19216000, 5693000
37.0, 37.04, 42173000, 4704500
39.16, 37.96, 21074000, 3656800
38.75, 38.1, 19360000, 6393900
38.49, 36.75, 14709000, 3841500
37.48, 35.76, 18511000, 2983300
37.01, 37.05, 18561000, 2865000
39.55, 39.0, 9639000, 1696000
38.47, 38.44, 14570000, 2444900
37.57, 38.0, 15240000, 3427100
36.55, 36.83, 22820000, 3651100
36.9, 36.9, 27061000, 5178600
36.35, 36.15, 15051000, 3681700
36.94, 36.44, 21162000, 4258000
36.2, 34.62, 30037000, 3836500
36.93, 33.5, 28868000, 5945600
36.9, 33.01, 21659000, 3353400
36.0, 31.92, 25544000, 3648300
32.04, 31.05, 54028000, 4570200
27.0, 30.46, 121624000, 5472700
29.59, 33.08, 93855000, 5958000
29.65, 32.86, 58165000, 4955100
30.74, 33.0, 25560000, 3075800
33.31, 35.29, 31855000, 4710000
33.95, 34.4, 27437000, 4896900
33.54, 33.35, 29012000, 6197900
32.3, 31.4, 27279000, 7949100
30.88, 31.0, 23361000, 6049400
28.65, 31.5, 23501000, 4751100
30.4, 32.75, 25147000, 4912400
31.52, 32.36, 19918000, 6206300
33.9, 32.25, 27024000, 8512000
34.31, 32.67, 20955000, 5186600
34.08, 31.94, 13057000, 3702700
33.1, 30.96, 23858000, 6722800
35.24, 32.17, 21686000, 6854600
35.84, 35.1, 20955000, 9264000
34.9, 35.54, 22830000, 7148000
36.35, 36.8, 15556000, 6619000
35.79, 36.94, 15783000, 6189700
34.35, 37.13, 19099000, 4865400
35.18, 37.25, 16706000, 3126000
34.0, 35.9, 20606000, 5246500
34.4, 35.79, 14750000, 4416500
34.2, 35.0, 14845000, 6540100
33.15, 34.1, 17990000, 4720400
32.82, 33.9, 14336000, 2985700
32.75, 34.2, 12908000, 2624400
29.39, 33.22, 34250000, 3788600
30.3, 34.32, 27256000, 3270100
29.3, 33.1, 21753000, 5014000
30.28, 34.4, 20483000, 4411300
31.07, 35.0, 19614000, 3971000
30.87, 35.57, 16188000, 4074000
30.14, 36.1, 16323000, 2950600
29.15, 35.34, 20039000, 3468900
29.38, 36.22, 16346000, 3731500
29.88, 36.9, 12279000, 4484700
29.8, 35.74, 18592000, 4871700
29.11, 35.97, 22320000, 3970000
27.65, 34.58, 24718000, 2904700
26.83, 33.66, 43626000, 7734600
27.57, 31.96, 27361000, 7727400
27.2, 31.98, 25131000, 5369900
28.08, 32.52, 24032000, 5725500
29.51, 34.11, 26475000, 4595200
29.02, 31.91, 24042000, 5273800
29.65, 29.52, 29881000, 15942100
31.0, 30.0, 23744000, 13872600
29.6, 29.2, 21741000, 6507400
28.51, 28.67, 23434000, 6609000
27.98, 28.35, 22292000, 7162400
26.73, 26.15, 21575000, 9289700
27.84, 28.21, 25039000, 10156500
26.89, 26.75, 23790000, 6107600
28.57, 27.83, 24753000, 9690300
30.4, 29.88, 26309000, 7364800
30.31, 30.04, 17617000, 6327800
34.14, 32.09, 45916000, 6801000
33.85, 30.83, 24087000, 5579600
35.75, 29.51, 31005000, 12363600
34.98, 30.87, 24478000, 7189400
35.52, 31.51, 19970000, 4481200
35.53, 30.6, 15695000, 5646300
35.49, 31.53, 29495000, 5308900
